Date,visit_day,health_money,claim_num,patient_num,illness_name,code
20200910,20,314,20,20,열대열 말라리아,B50
20201010,11,1831,7,4,열대열 말라리아,B50
20201110,46,32924,6,6,열대열 말라리아,B50
20201210,13,542,13,12,열대열 말라리아,B50
20210110,3,80,4,4,열대열 말라리아,B50
20210210,5,725,2,2,열대열 말라리아,B50
20210410,1,16,1,1,열대열 말라리아,B50
20210510,1,12,1,1,열대열 말라리아,B50
20210610,22,7927,12,7,열대열 말라리아,B50
20210710,12,1601,12,8,열대열 말라리아,B50
20210810,27,589,27,25,열대열 말라리아,B50
20210910,17,3433,9,8,열대열 말라리아,B50
20211010,28,8519,8,6,열대열 말라리아,B50
20211110,22,5646,12,6,열대열 말라리아,B50
20211210,4,138,4,4,열대열 말라리아,B50
20220110,11,240,11,7,열대열 말라리아,B50
20220210,18,951,18,13,열대열 말라리아,B50
20220310,2,160,2,2,열대열 말라리아,B50
20220410,1,25,1,1,열대열 말라리아,B50
20220510,30,10457,5,3,열대열 말라리아,B50
20100110,3214,92127,2620,1982,천식,J45
20100210,2746,73527,2270,1761,천식,J45
20100310,3182,86219,2617,2021,천식,J45
20100410,3744,101367,2967,2294,천식,J45
20100510,3723,96310,3066,2249,천식,J45
20100610,3110,86260,2484,1930,천식,J45
20100710,2677,73009,2136,1682,천식,J45
20100810,2593,88684,1975,1623,천식,J45
20100910,2728,70166,2271,1787,천식,J45
20101010,3311,77397,2858,2072,천식,J45
20101110,3178,78596,2715,2035,천식,J45
20101210,3452,84230,2983,2184,천식,J45
20110110,1746,43479,1506,1155,천식,J45
20110210,955,18036,899,636,천식,J45
20110310,965,13040,907,636,천식,J45
20110410,1245,20848,1156,779,천식,J45
20110510,1106,16720,1059,751,천식,J45
20110610,826,15569,768,567,천식,J45
20110710,634,8924,604,427,천식,J45
20110810,687,13522,593,451,천식,J45
20110910,769,12693,680,494,천식,J45
20111010,613,8886,528,395,천식,J45
20111110,752,13475,659,449,천식,J45
20111210,798,13013,756,482,천식,J45
20120110,895,19053,805,529,천식,J45
20120210,896,17699,811,551,천식,J45
20120310,790,12711,746,497,천식,J45
20120410,812,12908,772,505,천식,J45
20120510,850,12552,819,511,천식,J45
20120610,572,9633,538,328,천식,J45
20120710,563,9404,503,329,천식,J45
20120810,507,11324,394,265,천식,J45
20120910,677,12184,618,387,천식,J45
20121010,657,10660,614,402,천식,J45
20121110,617,9517,588,365,천식,J45
20121210,608,10854,554,354,천식,J45
20130110,496,8705,454,314,천식,J45
20130210,549,10909,489,357,천식,J45
20130310,540,12062,402,266,천식,J45
20130410,527,11831,435,301,천식,J45
20130510,440,7376,408,301,천식,J45
20130610,320,5758,291,218,천식,J45
20130710,288,4936,269,191,천식,J45
20130810,267,4460,257,191,천식,J45
20130910,339,6857,307,232,천식,J45
20131010,524,11652,403,275,천식,J45
20131110,433,8031,388,283,천식,J45
20131210,437,9660,366,240,천식,J45
20140110,529,10982,457,327,천식,J45
20140210,503,9791,443,313,천식,J45
20140310,541,7558,538,387,천식,J45
20140410,681,10139,672,477,천식,J45
20140510,491,7881,480,356,천식,J45
20140610,425,12022,383,289,천식,J45
20140710,325,6690,290,225,천식,J45
20140810,349,6481,320,254,천식,J45
20140910,490,8300,465,343,천식,J45
20141010,463,7064,463,338,천식,J45
20141110,445,7098,439,343,천식,J45
20141210,431,9637,403,308,천식,J45
20150110,331,5500,319,231,천식,J45
20150210,341,5122,332,248,천식,J45
20150310,460,7599,439,318,천식,J45
20150410,419,5702,419,320,천식,J45
20150510,441,9252,417,317,천식,J45
20150610,432,10132,389,275,천식,J45
20150710,321,13797,199,146,천식,J45
20150810,217,3636,213,164,천식,J45
20150910,278,5445,249,179,천식,J45
20151010,270,4387,266,209,천식,J45
20151110,305,6147,278,201,천식,J45
20151210,332,6674,302,229,천식,J45
20160110,392,8760,355,272,천식,J45
20160210,376,9272,341,260,천식,J45
20160310,381,9007,346,264,천식,J45
20160410,537,12090,508,371,천식,J45
20160510,424,10195,414,321,천식,J45
20160610,408,9786,380,266,천식,J45
20160710,355,9257,316,227,천식,J45
20160810,321,6665,321,244,천식,J45
20160910,392,7180,392,297,천식,J45
20161010,469,8858,439,318,천식,J45
20161110,521,10892,488,342,천식,J45
20161210,761,14347,720,496,천식,J45
20170110,511,9945,477,328,천식,J45
20170210,438,8410,409,296,천식,J45
20170310,585,11016,555,373,천식,J45
20170410,552,12380,518,384,천식,J45
20170510,410,10801,369,264,천식,J45
20170610,275,6732,246,171,천식,J45
20170710,304,10065,226,169,천식,J45
20170810,228,5360,202,152,천식,J45
20170910,348,7102,319,227,천식,J45
20171010,245,5812,215,160,천식,J45
20171110,267,5908,238,181,천식,J45
20171210,377,6661,365,265,천식,J45
20180110,396,6505,396,281,천식,J45
20180210,267,4742,259,203,천식,J45
20180310,269,6225,245,167,천식,J45
20180410,314,6877,303,226,천식,J45
20180510,249,4326,249,193,천식,J45
20180610,153,2535,153,121,천식,J45
20180710,135,3198,128,92,천식,J45
20180810,111,1699,111,83,천식,J45
20180910,187,3382,187,137,천식,J45
20181010,214,4014,214,167,천식,J45
20181110,223,3916,223,172,천식,J45
20181210,268,4294,268,202,천식,J45
20190110,245,4697,245,185,천식,J45
20190210,189,3854,189,138,천식,J45
20190310,217,4266,217,156,천식,J45
20190410,243,5581,235,185,천식,J45
20190510,161,2823,161,118,천식,J45
20190610,116,2390,116,99,천식,J45
20190710,100,2410,100,80,천식,J45
20190810,90,2889,87,69,천식,J45
20190910,98,1452,98,77,천식,J45
20191010,140,2340,140,112,천식,J45
20191110,125,1924,125,105,천식,J45
20191210,161,2399,161,139,천식,J45
20200110,168,2960,168,136,천식,J45
20200210,126,2878,126,107,천식,J45
20200310,127,3913,119,89,천식,J45
20200410,86,1756,86,73,천식,J45
20200510,101,2423,101,73,천식,J45
20200610,98,2646,98,75,천식,J45
20200710,87,1839,87,65,천식,J45
20200810,58,1400,58,45,천식,J45
20200910,88,2147,88,71,천식,J45
20201010,99,2048,99,79,천식,J45
20201110,91,2291,91,67,천식,J45
20201210,90,1744,90,72,천식,J45
20210110,97,4134,88,68,천식,J45
20210210,84,4631,68,56,천식,J45
20210310,100,2398,100,76,천식,J45
20210410,92,2514,90,72,천식,J45
20210510,76,1718,76,67,천식,J45
20210610,87,1811,87,64,천식,J45
20210710,61,1065,61,51,천식,J45
20210810,71,1638,71,55,천식,J45
20210910,78,1735,78,69,천식,J45
20211010,72,1418,72,60,천식,J45
20211110,85,4201,78,70,천식,J45
20211210,70,2253,70,65,천식,J45
20220110,66,1484,66,56,천식,J45
20220210,75,1683,75,63,천식,J45
20220310,112,5307,107,79,천식,J45
20220410,98,3406,98,76,천식,J45
20220510,95,4819,89,69,천식,J45
20110110,320,34429,153,101,장티푸스,A01
20110210,366,46303,129,94,장티푸스,A01
20110310,240,26760,78,63,장티푸스,A01
20110410,309,41788,72,56,장티푸스,A01
20110510,232,30515,63,45,장티푸스,A01
20110610,328,42348,91,74,장티푸스,A01
20110710,219,25077,68,57,장티푸스,A01
20110810,226,26706,85,66,장티푸스,A01
20110910,277,32755,79,49,장티푸스,A01
20111010,159,26466,47,38,장티푸스,A01
20111110,171,25808,53,38,장티푸스,A01
20111210,210,33879,56,42,장티푸스,A01
20120110,199,28541,73,51,장티푸스,A01
20120210,204,28515,62,47,장티푸스,A01
20120310,194,29745,54,42,장티푸스,A01
20120410,122,16896,44,38,장티푸스,A01
20120510,205,28294,70,48,장티푸스,A01
20120610,210,29904,85,59,장티푸스,A01
20120710,234,33526,54,40,장티푸스,A01
20120810,271,47703,69,57,장티푸스,A01
20120910,159,20228,54,40,장티푸스,A01
20121010,124,12060,69,43,장티푸스,A01
20121110,125,18030,41,31,장티푸스,A01
20121210,134,20786,51,36,장티푸스,A01
20130110,282,46532,58,44,장티푸스,A01
20130210,151,17441,60,42,장티푸스,A01
20130310,155,28400,41,33,장티푸스,A01
20130410,288,43533,64,47,장티푸스,A01
20130510,300,43771,86,64,장티푸스,A01
20130610,197,29532,77,55,장티푸스,A01
20130710,207,36832,64,46,장티푸스,A01
20130810,152,25775,43,34,장티푸스,A01
20130910,146,22150,52,37,장티푸스,A01
20131010,132,20870,43,37,장티푸스,A01
20131110,118,15485,59,37,장티푸스,A01
20131210,203,33485,63,41,장티푸스,A01
20140110,168,23320,58,40,장티푸스,A01
20140210,192,26207,61,45,장티푸스,A01
20140310,302,52054,83,60,장티푸스,A01
20140410,377,69959,83,69,장티푸스,A01
20140510,605,112225,122,90,장티푸스,A01
20140610,306,40456,113,86,장티푸스,A01
20140710,301,47953,61,48,장티푸스,A01
20140810,188,30548,45,31,장티푸스,A01
20140910,118,18538,52,32,장티푸스,A01
20141010,69,5879,49,37,장티푸스,A01
20141110,251,49587,65,41,장티푸스,A01
20141210,226,44189,59,40,장티푸스,A01
20150110,134,25990,37,28,장티푸스,A01
20150210,176,34773,48,30,장티푸스,A01
20150310,210,41470,60,40,장티푸스,A01
20150410,88,14257,26,17,장티푸스,A01
20150510,193,36402,43,31,장티푸스,A01
20150610,196,32500,58,34,장티푸스,A01
20150710,106,13684,39,34,장티푸스,A01
20150810,120,20932,40,26,장티푸스,A01
20150910,94,20307,30,22,장티푸스,A01
20151010,120,23160,41,26,장티푸스,A01
20151110,77,17399,14,12,장티푸스,A01
20151210,153,36519,32,28,장티푸스,A01
20160110,196,30093,50,33,장티푸스,A01
20160210,101,20182,36,25,장티푸스,A01
20160310,181,46529,35,25,장티푸스,A01
20160410,145,31051,48,32,장티푸스,A01
20160510,115,21454,43,31,장티푸스,A01
20160610,103,26330,26,20,장티푸스,A01
20160710,87,18542,21,17,장티푸스,A01
20160810,158,37265,32,20,장티푸스,A01
20160910,67,14108,27,19,장티푸스,A01
20161010,83,14042,21,13,장티푸스,A01
20161110,30,3293,22,12,장티푸스,A01
20161210,108,27635,31,22,장티푸스,A01
20170110,138,32523,39,20,장티푸스,A01
20170210,179,46323,43,30,장티푸스,A01
20170310,147,44364,29,21,장티푸스,A01
20170410,113,27897,38,23,장티푸스,A01
20170510,162,39036,48,24,장티푸스,A01
20170610,270,76596,55,38,장티푸스,A01
20170710,148,33658,31,26,장티푸스,A01
20170810,334,89869,78,47,장티푸스,A01
20170910,165,34164,43,30,장티푸스,A01
20171010,104,22075,24,20,장티푸스,A01
20171110,155,38407,21,19,장티푸스,A01
20171210,69,18081,21,12,장티푸스,A01
20180110,319,89966,54,35,장티푸스,A01
20180210,416,137800,58,42,장티푸스,A01
20180310,357,89664,87,41,장티푸스,A01
20180410,322,91287,62,45,장티푸스,A01
20180510,150,34492,46,31,장티푸스,A01
20180610,124,36537,28,21,장티푸스,A01
20180710,142,31705,46,25,장티푸스,A01
20180810,156,38408,41,30,장티푸스,A01
20180910,102,23933,36,20,장티푸스,A01
20181010,114,33013,24,16,장티푸스,A01
20181110,126,31942,40,23,장티푸스,A01
20181210,91,26184,20,15,장티푸스,A01
20190110,191,54584,34,26,장티푸스,A01
20190210,125,38580,27,19,장티푸스,A01
20190310,136,33940,45,27,장티푸스,A01
20190410,211,54569,68,33,장티푸스,A01
20190510,161,37987,46,28,장티푸스,A01
20190610,201,50216,49,33,장티푸스,A01
20190710,144,32523,52,29,장티푸스,A01
20190810,112,29014,33,22,장티푸스,A01
20190910,90,17478,44,27,장티푸스,A01
20191010,48,12837,15,13,장티푸스,A01
20191110,31,6965,6,5,장티푸스,A01
20191210,82,24300,21,12,장티푸스,A01
20200110,54,16910,21,14,장티푸스,A01
20200210,33,8866,11,7,장티푸스,A01
20200310,23,2392,18,14,장티푸스,A01
20200410,58,16360,19,14,장티푸스,A01
20200510,70,15474,31,17,장티푸스,A01
20200610,43,16568,21,17,장티푸스,A01
20200710,88,35201,19,13,장티푸스,A01
20200810,160,36497,56,18,장티푸스,A01
20200910,170,38689,49,25,장티푸스,A01
20201010,102,30773,19,12,장티푸스,A01
20201110,67,20031,21,16,장티푸스,A01
20201210,114,32007,21,15,장티푸스,A01
20210110,126,35347,41,25,장티푸스,A01
20210210,59,7762,29,27,장티푸스,A01
20210310,66,18268,24,22,장티푸스,A01
20210410,101,26710,28,23,장티푸스,A01
20210510,63,14718,27,21,장티푸스,A01
20210610,85,17590,25,21,장티푸스,A01
20210710,170,44137,41,31,장티푸스,A01
20210810,245,66659,55,43,장티푸스,A01
20210910,126,28951,46,36,장티푸스,A01
20211010,64,15936,21,20,장티푸스,A01
20211110,45,11743,20,14,장티푸스,A01
20211210,110,33854,26,20,장티푸스,A01
20220110,81,16917,27,18,장티푸스,A01
20220210,24,826,24,22,장티푸스,A01
20220310,26,3087,19,12,장티푸스,A01
20220410,58,13525,21,20,장티푸스,A01
20220510,87,19717,27,22,장티푸스,A01
